Title,Genre,User Rating,Number of Votes,Runtime,Year,Stars,Certificate,Metascore,Gross,Episode,Episode Title
Heisei Inu Monogatari Bow,"Animation, Adventure, Comedy",7,11,25 min,(1993–1994),,,,11,0,
Magical Circle Guru Guru,"Animation, Comedy, Family",7.7,93,25 min,(1994–1995),"Akio Ôtsuka,Atsuko Tanaka,Ikue Ôtani,Kappei Yamaguchi",,,93,0,
Romantica Clock,Animation,3.9,18,1 min,(2014– ),"Kaito Ishikawa,Ai Kayano",,,18,0,
Lance N' Masques,"Animation, Fantasy",5,36,25 min,-2015,"Daiki Yamashita,Ari Ozawa,Suzuko Mimori,Manami Numakura",,,36,0,
1+2=Paradise: Showdown! Pink Sisters vs. Lusty Queenbee,"Animation, Short, Comedy",,,28 min,(1990 Video),"Chieko Honda,Riyako Nagao,Takashi Tomiyama,Kappei Yamaguchi",,,,0,
Tondemo Senshi Muteking,"Animation, Comedy, Sci-Fi",6.6,17,25 min,(1980–1981),"Kazuhiko Inoue,Akira Kamiya,Rokurô Naya,Isamu Tanonaka",,,17,0,
One Piece 3D Gekisou! Trap Coaster,"Animation, Short, Action",7.2,15,12 min,-2011,"Chô,Hiroaki Hirata,Kazuya Nakai,Akemi Okamura",,,15,0,
No Money,"Animation, Comedy, Drama",4.8,37,,-2007,"Tetsuya Kakihara,Ken'ichi Ogata,Jun Fukuyama,Ryôtarô Okiayu",,,37,0,
Tide-Line Blue,"Animation, Action, Adventure",6.9,46,,(2005– ),"Carol-Anne Day,Roger Rhodes,Lucas Gilbertson,Scott Roberts",,,46,0,
Ninja Collection,"Animation, Fantasy, Horror",5.2,47,5 min,(2020– ),,,,47,0,
Blue Reflection: Second Light,"Animation, Action, Drama",6.8,14,,(2021 Video Game),,T,,14,0,
Bite Me! Chameleon,"Animation, Action, Comedy",8.4,26,,(1992– ),"Kaneto Shiozawa,Eiko Yamada,Keiichi Nanba,Mika Chiba",,,26,0,
Happiness Charge Pretty Cure!: Ballerina of the Doll Kingdom,Animation,8.3,7,71 min,-2014,,,,7,0,
Bacterial Contamination,"Animation, Short, Horror",6,9,4 min,(2012 Video),,,,9,0,
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,"Animation, Short",5.9,8,24 min,(2018 Video),,,,8,0,
Lord of Lords Ryu Knight,"Animation, Action, Adventure",7.6,12,30 min,(1994–1995),"Ai Orikasa,Akiko Yajima,Jûrôta Kosugi,Tomohiro Nishimura",,,12,0,
Black,"Animation, Short, Sci-Fi",6,37,14 min,-2016,,,,37,0,
The Mourning Children: Nagiko and the Girls Wearing Tsurubami Black,"Animation, History",,,,,,,,,0,
Armored Trooper VOTOMS: Case;Irvine,"Animation, Action, Sci-Fi",6.1,20,50 min,-2010,,TV-MA,,20,0,
Makura no Danshi,"Animation, Short",3.8,53,4 min,-2015,,,,53,0,
Light of the River,Animation,7.6,28,75 min,(2009 TV Movie),,,,28,0,
The Princess Moonlight,"Animation, Short",6.2,6,18 min,(I) (1961),,,,6,0,
Demon of the Kick,"Animation, Sport",8,25,,(1970– ),"Kiyoshi Kobayashi,Minori Matsushima,Kôji Asakura",,,25,0,
RahXephon: The Motion Picture - Pluralitas Concentio,"Animation, Drama, Romance",6.1,209,120 min,(2003 TV Movie),,PG,,209,0,
UQ Holder! Mahou Sensei Negima! Setsuna de Eien na First Kiss,"Short, Animation",7.6,8,24 min,(2018 Video),"Ai Kayano,Yuki Matsuoka",,,8,0,
Kuroko no Basket: Saikou no Present Desu,"Animation, Short, Action",8.1,145,23 min,(2015 Video),"Hiroshi Kamiya,Ryohei Kimura,Kenshô Ono,Yuki Ono",,,145,0,
Sci-Fi Harry,"Animation, Drama, Horror",5.8,28,,(2000–2001),,,,28,0,
Hoshizora no baiorin,"Animation, Drama, Music",,,88 min,-1997,,,,,0,
Kindaichi Case Files Movie 1: The Opera House Murders,"Animation, Crime, Mystery",6.9,15,95 min,-1996,,,,15,0,
Gigi and the Fountain of Youth,"Animation, Family, Fantasy",7.6,48,80 min,(1985 Video),,,,48,0,
Xabungle Graffiti,Animation,5.8,14,84 min,-1983,,,,14,0,
Dash! Yonkuro,"Animation, Action, Sport",7.1,23,,(1989–1990),,,,23,0,
TimeFighters in the Land of Fantasy,"Animation, Adventure, Family",5.8,20,95 min,-1984,,,,20,0,
Compiler,"Animation, Short, Action",5.5,23,30 min,(1999 Video),,,,23,0,
Kitaro's Graveyard Gang,Animation,7.4,17,90 min,-2009,,,,17,0,
Mahô no tenshi Creamy Mami: Long Goodbye,"Animation, Comedy, Family",8,27,50 min,(1985 Video),,,,27,0,
Concrete Savanna,"Animation, Short",,,10 min,-2010,,,,,0,
Gekijouban anime Nintama rantarou: Ninjutsu gakuen zenin shutsudou! no dan,Animation,6.1,32,78 min,-2011,,,,32,0,
Time Bokan 24,Animation,,,,-2016,"Eri Kitamura,Akari Kitô,Akihisa Wakayama",,,,0,
"Tenchi Muyo! Ryo-Ohki: Season 5 #01 Step Mother, Step Sister, Inheritance, and...","Short, Animation",5.8,6,30 min,(2020 Video),"Masami Kikuchi,Haruhi Nanao,Ai Orikasa,Chisa Yokoyama",,,6,0,
Battle Athletes,"Animation, Action, Comedy",6.7,111,195 min,(1997–1998),"Rio Natsuki,Tomoko Kawakami,Akiko Yajima,Yuriko Yamaguchi",TV-PG,,111,0,
Hokuto no Ken: Ichigo Aji,Animation,,,,-2015,,,,,0,
Tsubasa Chronicle: Spring Thunder,"Animation, Action, Adventure",7.4,140,,(2009– ),"Miyu Irino,Yui Makino,Tetsu Inada,Daisuke Namikawa",,,140,0,
A Certain Scientific Railgun OVA,"Animation, Short",7.1,74,34 min,(2010 Video),,,,74,0,
Umayuru,"Animation, Short, Comedy",,,,(2022– ),"Ayaka Ohashi,Misato Matsuoka,Chisa Kimura,Meiku Harukawa",,,,0,
Tenshi ni narumon,"Animation, Comedy, Fantasy",7.4,55,,-1999,"Steve Blum,Jodi Fleisher,Stephanie Sheh,Wendee Lee",,,55,0,
Tengen Toppa Gurren Lagann: Ore no Guren pikkapika!!,"Animation, Short",,,10 min,(2007 Video),,,,,0,
Doragon bôru: Gokû no kôtsû anzen,"Animation, Short, Action",6.4,313,15 min,(1988 TV Short),,TV-PG,,313,0,
Kuroko no Basket: Oshaberi Shiyou ka,"Animation, Short, Comedy",7.7,31,16 min,(2017 Video),"Kenshô Ono,Yuki Ono",,,31,0,
Code Geass: Hangyaku no Lelouch - Kiseki no Birthday,"Animation, Short",5.4,18,28 min,-2010,"Jun Fukuyama,Takahiro Sakurai,Yukana",,,18,0,
Danemon Ban: The Monster Exterminator,"Animation, Short, Action",6.1,56,10 min,-1935,,,,56,0,
Gravity Daze the Animation: Ouverture,"Animation, Action, Sci-Fi",6.4,53,20 min,(2016 TV Movie),,,,53,0,
"Mo~tto! Ojamajo Doremi, La película","Animation, Short",6.9,11,26 min,-2001,,,,11,0,
Soreike! Anpanman: Ringo bouya to minna no negai,Animation,6.6,7,48 min,-2014,,,,7,0,
Hana Kappa,Animation,,,,(2010–2015),"Ken'ichi Ogata,Rie Nakagawa,Mako Morino,Hidenori Kikuchi",,,,0,
Little Remi and Famous Dog Capi,"Animation, Adventure, Drama",6.9,80,81 min,-1970,,,,80,0,
Tobira o akete,"Animation, Short, Adventure",6,49,11 min,(1995 Video),,,,49,0,
Nintama Rantarou,"Animation, Comedy",6.7,28,47 min,-1996,,,,28,0,
Scorching Ping Pong Girls,"Animation, Sport",6.4,50,24 min,-2016,"Yumiri Hanamori,Minami Tanaka,Marika Kôno,Yuuki Kuwahara",,,50,0,
Di Gi Charat Nyo,"Animation, Comedy, Family",7.1,40,13 min,(2003–2004),"Shion Hirota,Taliesin Jaffe,Megumi Hayashibara,Carol-Anne Day",,,40,0,
Miracle Girl Limit,"Animation, Adventure, Comedy",7.4,12,24 min,(1973–1974),"Yôko Kuri,Masako Nozawa,Hidekatsu Shibata,Kaneta Kimotsuki",,,12,0,
Super Robot Wars OG: The Inspector,"Animation, Action, Adventure",6.9,17,23 min,(2010–2011),,,,17,0,
The Movie of Survival: Human body and Deep sea,"Animation, Adventure, Sci-Fi",,,89 min,-2020,,,,,0,
Yugo the Negotiator,"Animation, Action, Drama",6.7,38,,(2004– ),"Vic Mignogna,Monica Rial,Jason Douglas,Chris Patton",TV-14,,38,0,
Kinnikuman nisei: Second Generations,"Animation, Short",,,,-2001,,,,,0,
Miss Bernard Said,Animation,6.3,59,,-2016,"Mikako Komatsu,Eri Kitamura,Aya Suzaki,Mitsuhiro Ichiki",,,59,0,
Mission Outer Space Srungle,"Animation, Action, Sci-Fi",7.4,14,30 min,(1983–1984),"Tôru Furuya,Akio Nojima,Fumi Hirano,Hirotaka Suzuoki",,,14,0,
Double Decker! Doug & Kirill,Animation,6.7,122,24 min,(2018– ),"Jamie Marchi,Chris Guerrero,J. Michael Tatum,Ian Sinclair",,,122,0,
ChäoS;Child: Silent Sky,"Animation, Sci-Fi",6.5,61,50 min,-2017,"Yoshitsugu Matsuoka,Suzuko Mimori,Sumire Uesaka",,,61,0,
Today in Class 5-2,"Animation, Comedy, Drama",7.1,39,,(2008– ),"Yû Kobayashi,Asami Shimoda,Mako,Satomi Akesaka",,,39,0,
I've Had Enough of Being a Magical Girl,"Animation, Comedy, Fantasy",5.7,37,4 min,(2016– ),"Akane Fujita,Yuki Wakai,Nichika Ohmori,Minami Tanaka",,,37,0,
The World of Narue,"Animation, Comedy, Romance",7.3,107,,(2003–2004),"Veronica Taylor,Mamiko Noto,Jamie McGonnigal,Daisuke Sakaguchi",TV-PG,,107,0,
The Zero Century: Emeraldas,"Animation, Drama, Fantasy",,,,,,,,,0,
Soukyuu no Fafner Dead Agressor: The Beyond,"Animation, Action, Drama",7.3,10,,(2019– ),,,,10,0,
I'll Make a Habit of It,"Animation, Comedy, Romance",8.8,6,,(1994– ),"Takehito Koyasu,Akemi Okamura,Akira Ishida,Junko Iwao",,,6,0,
Kanye West: Good Morning,"Animation, Short, Music",7,98,3 min,(2008 Music Video),,,,98,0,
The Orchestra,"Musical, Animation, Fantasy",7.6,241,52 min,-1990,,,,241,0,
Sergeant Keroro Super Movie 2: The Deep Sea Princess de arimasu!,"Animation, Comedy, Family",6.5,79,77 min,-2007,,,,79,0,
Pikachu's Winter Vacation 2001,"Animation, Short, Family",6.3,60,22 min,(2000 Video),,,,60,0,
Ganba no Boken,Animation,7.8,82,30 min,-1975,"Masako Nozawa,Ranko Mizuki,Kenji Utsumi,Kei Tomiyama",,,82,0,
Puchimas!: Petit Idolm@ster,Animation,5,43,3 min,(2013–2014),"Azumi Asakura,Asami Imai,Naomi Wakabayashi",,,43,0,
Golden Kamuy OAD: Monster,"Short, Animation",6.8,12,22 min,(2019 Video),"Kentarô Itô,Chikahiro Kobayashi,Haruka Shiraishi",,,12,0,
M3: Sono Kuroki Hagane,"Animation, Fantasy, Horror",6.5,59,24 min,-2014,"Ayumu Murase,Misato Fukuen,Sayuri Yahagi,Kotori Koiwai",,,59,0,
Kiitaro's Yokai Picture Diary,Animation,,,,-2016,"Hiromi Igarashi,Eri Kitamura,Maria Naganawa,Arisa Nakada",,,,0,
Matoi the Sacred Slayer,"Animation, Action, Comedy",6.8,42,,(2016– ),"Ayaka Suwa,Naomi Ohzora,Haruka Tomatsu,Ayako Kawasumi",TV-14,,42,0,
B'T X Neo,"Animation, Action, Adventure",7.1,39,,(1997– ),"Ian Sinclair,Kira Buckland,J. Michael Tatum,Eric Vale",,,39,0,
Akubi-chan,"Animation, Comedy, Fantasy",7.7,12,25 min,(2001–2002),"Wataru Hatano,Eiji Itô,Sanae Kobayashi,Kaoru Kukita",,,12,0,
Dream Festival,"Animation, Music",7.1,20,,(2016–2017),"Soma Ishihara,Kentaro Tomita,Kaoru Masaki,Masaki Ota",,,20,0,
Gokudo,"Animation, Action, Adventure",7.6,63,23 min,-1999,"Akira Ishida,Debora Rabbai,Hirotaka Nagai,Manabi Mizuno",,,63,0,
Dog Soldier: Shadows of the Past,"Animation, Action, Adventure",3.7,75,46 min,(1989 Video),,,,75,0,
Toriko 3D: Kaimaku! Gurume adobenchâ!,"Animation, Short",6.2,56,40 min,-2011,,,,56,0,
Spider Riders: Resurrected Sun,"Animation, Action, Adventure",6.9,17,,(2007– ),"Takehito Koyasu,Kenta Miyake,Shigeru Chiba,Nozomu Sasaki",,,17,0,
Once More Forever,"Animation, Comedy, Family",7.2,28,92 min,(1984 Video),,,,28,0,
Honey X Honey Drops 2,"Animation, Short, Drama",5.6,36,,(2006 Video),,,,36,0,
Inakappe taisho,"Animation, Comedy",6.2,14,30 min,(1970–1972),"Kin'ya Aikawa,Kôichi Chiba,Haruko Kitahama,Hiroko Maruyama",,,14,0,
Yat! Budget! Space Tours,"Animation, Adventure, Comedy",6.8,12,22 min,(1996–1998),"Hekiru Shiina,Motoko Kumai,Chô,Yôhei Tadano",,,12,0,
The Old Crocodile,"Animation, Short, Adventure",6.7,265,12 min,-2005,,Not Rated,,265,0,
Tako ni natta okâsan,"Animation, Drama, War",,,45 min,(2003 TV Movie),,,,,0,
Ohedo Rocket,"Animation, Comedy, Drama",7.5,44,,(2007– ),"Cherami Leigh,Brina Palencia,Greg Ayres,Sonny Strait",,,44,0,
Wakako-zake,Animation,6.7,139,2 min,(2015– ),"Miyuki Sawashiro,Kenshirô Usuki,Shinya Takahashi,Takehiro Hasu",,,139,0,
Paul's Miraculous Adventure,"Animation, Adventure",7,8,24 min,(1976–1977),"Yôko Asagami,Kinpei Azusa,Kôichi Chiba,Tôru Furuya",,,8,0,
Zendaman,"Animation, Action, Adventure",7.5,18,25 min,(1979–1980),"Jôji Yanami,Kôhei Miyauchi,Yûji Mitsuya,Noriko Ohara",,,18,0,
Oishinbo,"Animation, Comedy, Drama",7.3,23,23 min,(1988–1992),"Kazuhiko Inoue,Norio Wakamoto,Chikao Ôtsuka,Mayumi Shô",,,23,0,
Guardian of Darkness,"Animation, Drama, Horror",6.4,36,45 min,(1990– ),"Lisa Ortiz,Norio Wakamoto,Ted Lewis,Noriko Hidaka",Not Rated,,36,0,
"Stella Women's Academy, High School Division Class C³","Animation, Comedy, Sport",6.6,49,,-2013,"Miyuki Sawashiro,Yui Makino,Rima Nishizaki,Ai Kayano",,,49,0,
Soreike! Anpanman: Brakkunôzu to mahou no uta,"Animation, Fantasy",6.6,12,52 min,-2010,,,,12,0,
Kuroko no Basket: Tip Off,"Animation, Short, Comedy",7.6,121,25 min,(2013 Video),"Hiroshi Kamiya,Ryohei Kimura,Daisuke Ono,Kenshô Ono",,,121,0,
Eiga Futari wa Purikyua Max Heart,"Animation, Action, Adventure",6.2,29,70 min,-2005,,,,29,0,
Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,"Animation, Short",,,10 min,(2012 Video),,,,,0,
Supercell: Black Rock Shooter,"Animation, Short, Action",5.6,56,4 min,(2008 Video),,,,56,0,
Blue Remains,"Animation, Action, Drama",5.1,40,77 min,-2001,,PG,,40,0,
Clover,"Animation, Short, Drama",6.9,90,7 min,-1999,,,,90,0,
Gondora,"Animation, Short",5.2,51,2 min,-1997,,,,51,0,
G-on Riders,"Animation, Action, Comedy",6.6,20,25 min,(2002– ),"Ryoka Shima,Omi Minami,Masayo Kurata,Ken'yû Horiuchi",,,20,0,
White Fang Story,"Animation, Adventure, Drama",7.6,8,73 min,(1982 TV Movie),,,,8,0,
Flag: Issenman no kufura no kiroku,Animation,5.9,34,102 min,-2007,,,,34,0,
Superflat Monogram,"Animation, Short, Sci-Fi",6.3,154,5 min,-2003,,,,154,0,
The Genius Bakabon,"Animation, Comedy",7.9,18,25 min,(1975–1977),"Masashi Amenomori,Keiko Yamamoto,Eiko Masuyama,Takako Sasuga",,,18,0,
Pochi and Invention: Pikachin-Kit,"Animation, Action, Adventure",,,24 min,(2018–2020),"Miyuki Sawashiro,Vanilla Yamazaki,Ai Moritaka,Francesco Bellissimo",,,,0,
Endless Night,"Animation, Short",6.2,12,,-2016,,,,12,0,
Wonder,"Animation, Short, Music",6.4,65,8 min,-2014,,,,65,0,
Chô Soku Henkei Gyrozetter,Animation,6,20,,(2012– ),"Yoshitsugu Matsuoka,Marina Inoue,Takaya Kuroda,Tomokazu Seki",,,20,0,
Doraemon el dia que naci,"Animation, Short",7.1,8,,-2002,,,,8,0,
Gaist Crusher,"Animation, Action, Comedy",,,,(2013– ),"Daiki Yamashita,Katsuyuki Konishi,Ayahi Takagaki,Risa Taneda",,,,0,
A Girl in a Lower Grade,"Animation, Drama, Romance",,,,-1999,"Kôichi Tôchika,Mie Sonozaki,Minako Sango,Shizuka Arai",,,,0,
Rurouni Kenshin: Meiji Kenkaku Romantan DVD Box Special Ending,"Animation, Short, Drama",6.2,5,3 min,(2007 Video),"Miki Fujitani,Mayo Suzukaze",,,5,0,
Legend of the Galactic Heroes Gaiden: Golden Wings,"Animation, Action, Drama",6.5,204,60 min,-1992,,TV-14,,204,0,
Hyotan suzume,"Animation, Fantasy",5.8,15,55 min,-1959,,,,15,0,
Mega Man: Wish Upon a Star,"Animation, Action, Adventure",7.6,31,29 min,(1993– ),"Wataru Takagi,Ken'ichi Ogata,Katsumi Suzuki,Satomi Kôrogi",TV-Y7-FV,,31,0,
Oshiri Tantei,Animation,,,,(2018– ),"Ayaka Saito,Takahiro Sakurai,Yûko Sanpei",,,,0,
Be@rbrick,"Animation, Comedy, Family",,,,,,TV-Y,,,0,
Modern Magic Made Simple,"Animation, Action, Comedy",5.9,46,,(2009– ),"Ai Nonaka,Haruka Tomatsu,Hitomi Nabatame,Minako Kotobuki",TV-MA,,46,0,
Utae Meroetta: Rinka Nomi o Sagase,"Animation, Short, Family",6.5,17,,(2012 Video),,,,17,0,
Net Ghost PiPoPa,"Animation, Action, Adventure",6.8,23,,(2008– ),"Rina Satô,Ryôko Shiraishi,Satomi Arai,Tsubasa Yonaga",,,23,0,
Konchû monogatari minashigo Hatchi,"Animation, Adventure, Family",,,22 min,(1989–1990),"Hitomi Ishikawa,Toshiko Maeda,Katsumi Suzuki,Yuko Suzuki",,,,0,
Shin-Men,Animation,,,,(2010–2012),"Akiko Yajima,Takahiro Mizushima,Mitsuki Saiga,Akiko Suzuki",,,,0,
Until You Come to Me.,"Animation, Short, Action",6.6,61,6 min,-2014,,,,61,0,
Gekijouban Tantei opera Mirukî Hômuzu: Gyakushuu no Mirukî Hômuzu,Animation,6.9,15,70 min,-2016,,,,15,0,
Gekijouban PriPara: Minna Atsumare! Prism Tours,Animation,,,60 min,-2015,,,,,0,
Genki bakuhatsu Ganbaruger,"Animation, Adventure, Comedy",7.5,15,30 min,(1992–1993),"Ikue Ôtani,Ai Orikasa,Miki Itô,Bin Shimada",,,15,0,
Gundam: Mission to the Rise,"Animation, Short, Action",6,29,3 min,(1998 Video),,,,29,0,
Shinseikiden Mâzu,"Animation, Sci-Fi",5.8,7,24 min,(2002–2003),,,,7,0,
"Jing, King of Bandits: Seventh Heaven","Animation, Short, Action",7,26,,(2004– ),"Jason Douglas,Edwin Neal,Luci Christian,Rie Kugimiya",TV-PG,,26,0,
Dera-chan of the Southern Island,"Animation, Short, Comedy",6.4,46,6 min,-2014,,,,46,0,
Linkin Park: Breaking the Habit,"Animation, Music",8,491,4 min,(2004 Music Video),,,,491,0,
Rilu Rilu Fairilu: Yosei no Door,"Animation, Family, Fantasy",5.7,8,,(2016– ),"Natsuki Hanae,Yumiri Hanamori,Rina Hidaka,Aina Kusuda",,,8,0,
Wave!!: Surfing Yappe!! Movie 1,Animation,6.8,12,,-2020,,,,12,0,
Hand Soap,"Animation, Short, Drama",6.2,36,16 min,-2008,,,,36,0,
Pluster World,"Animation, Action, Adventure",8.1,10,,(2003–2004),"Wataru Hatano,Daisuke Namikawa,Jun Fukuyama,Nobutoshi Canna",,,10,0,
La Corda d'Oro: Primo Passo,Animation,7.3,20,,(2005–2006),,,,20,0,
Yawara! Zutto kimi no koto ga...,"Animation, Comedy, Romance",6.5,24,90 min,(1996 TV Movie),,,,24,0,
Macross: Boobytrap,"Animation, Action, Adventure",8.7,25,69 min,(1984 Video),,,,25,0,
Ghost in the Shell: The Movie Virtual Reality Diver,"Animation, Short, Sci-Fi",6.6,11,15 min,-2016,,,,11,0,
Kiniro Mosaic: Thank You!!,"Animation, Comedy",6.2,24,82 min,-2021,,,,24,0,
Kochira Katsushika-ku Kameari kôen mae hashutsujo: The Movie,"Action, Animation, Comedy",6.3,144,95 min,-1999,,,,144,0,
Armored Trooper VOTOMS: Alone Again,"Animation, Action, Drama",6.6,19,50 min,-2011,,TV-MA,,19,0,
Glass Maiden,"Animation, Action, Mystery",6,31,24 min,(2008– ),"Shin'ichirô Miki,Miyuki Sawashiro,Yû Kobayashi,Hiroki Takahashi",TV-14,,31,0,
Monster Strike the Movie: Lucifer - Zetsubou no Yoake,Animation,3.8,25,127 min,-2020,,,,25,0,
Hikiko: urban legend story,"Animation, Short, Horror",7.1,88,42 min,(2008 Video),,,,88,0,
Sequence,"Animation, Short, Romance",7,5,42 min,(1992 Video),,,,5,0,
Transformers: Mystery of Convoy,Animation,6.1,11,,(2015– ),"Yoshimasa Hosoya,Tatsuhisa Suzuki,Ryohei Kimura,Yûichi Nakamura",,,11,0,
Hidamari Sketch × Honeycomb,"Animation, Comedy",7.3,31,,-2012,"Emi Yamamoto,Miyuki Sawashiro,Rie Kugimiya,Chô",,,31,0,
Broken Blade: Scars from an Assassin's Blade,"Animation, Action, Drama",7.4,207,47 min,-2010,,TV-14,,207,0,
Galaxy Express 999: Claire of Glass,"Animation, Short, Sci-Fi",6.9,77,16 min,-1980,,,,77,0,
Papuwa,"Animation, Adventure, Comedy",7.6,14,,(2003– ),"Monica Rial,Jason Douglas,Jay Hickman,Luci Christian",,,14,0,
Voogie's Angel,"Animation, Short, Action",5.8,23,,(1997 Video),"Kae Araki,Scott Bailey,Thomas Bruning,Juliet Cesario",,,23,0,
Unison,"Animation, Short, Adventure",6.4,27,23 min,(2003 Video),,,,27,0,
Whale,"Animation, Short",6.3,35,8 min,-1952,,,,35,0,
Electromagnetic Girlfriend: Happiness Game,"Short, Animation",6.8,36,40 min,(2009 Video),,,,36,0,
Refreshing Stories,Animation,,,7 min,(2022– ),"Rebecca Danae,Trina Deuhart,Paul Hikari,Erin Nicole Lundquist",,,,0,
Kido Senshi Gandamu UC Mobile Suit Gundam Unicorn,Animation,,,,(2012 Video Game),,,,,0,
Adventure of Puffin Lolo #3,"Animation, Short, Adventure",7.5,195,29 min,-1987,,,,195,0,
Initial D: Project D to the Next Stage - Project D e Mukete,Animation,,,85 min,(2003 Video),"Takehito Koyasu,Shin'ichirô Miki",,,,0,
Street Fighter X Tekken Vita,"Animation, Action, Adventure",6.3,15,,(2012– ),"Laura Bailey,Taliesin Jaffe,Keith Silverstein,Caitlin Glass",TV-14,,15,0,
Final Stage,Animation,8,8,95 min,-2021,,,,8,0,
I Can Friday by Day!,"Animation, Short",6.8,41,6 min,-2016,,,,41,0,
Gekidol,"Animation, Drama, Music",5.8,42,,(2021– ),"Amina Satô,Akiyoshi Aya,Nozomi Yamamoto,Mao Ichimichi",,,42,0,
Virgin Fleet,Animation,4.5,32,90 min,(1998 Video),,,,32,0,
Ôkami kakushi,"Animation, Horror, Mystery",5.9,95,,(2010– ),"Yû Kobayashi,Emiri Kato,Saki Fujita,Mai Fuchigami",,,95,0,
Eternal Family,"Animation, Short, Comedy",6.3,160,28 min,-1997,,,,160,0,
Polyphonica Crimson S,"Animation, Drama, Fantasy",6.9,21,,(2009– ),"Hiroshi Kamiya,Haruka Tomatsu,Ayako Kawasumi",,,21,0,
Anxious Body,"Animation, Short",5.6,103,6 min,-2021,,,,103,0,
Josephina the Whale,"Animation, Adventure, Fantasy",7,29,552 min,(1979– ),"Kazue Takahashi,Naomi Jinbô",,,29,0,
Bug tte Honey,"Animation, Adventure",,,30 min,(1986–1987),"Shigeru Chiba,Yûji Mitsuya,Junpei Takiguchi,Yû Mizushima",,,,0,
Noel's Fantastic Trip,Animation,,,,-1983,,,,,0,
Gegege no Kitarô daikaiju,"Animation, Action, Fantasy",5.9,26,50 min,-1996,,,,26,0,
Fantasista Doll,"Animation, Action, Comedy",5.1,28,,(2013– ),"Yoshitsugu Matsuoka,Sumire Uesaka,Kaori Nazuka,Sayaka Ôhara",TV-14,,28,0,
Îhatôbu gensô: KENjI no haru,"Animation, Biography, Drama",7.1,342,55 min,(1996 TV Movie),,,,342,0,
Haré+Guu Deluxe,"Animation, Short, Comedy",7.9,68,30 min,(2002 Video),,,,68,0,
To Love-Ru: Trouble - Multiplication - Mae kara Ushiro kara,"Animation, Short, Comedy",4.8,9,25 min,(2017 Video),"Satomi Arai,Chiba Chiemi,Misato Fukuen,Mai Hashimoto",,,9,0,
Isabelle of Paris,"Animation, Drama",6.2,19,24 min,-1979,"Mami Koyama,Kazuyuki Sogabe,Yûji Mitsuya",,,19,0,
Hôjôkishiki,Animation,,,,,,,,,0,
Girls und Panzer OVA: Radish War!,"Animation, Short",7.7,18,10 min,(2021 Video),,,,18,0,
Katsudou dai shashin: Mankatsu,"Animation, Action, Comedy",7,14,,(2004–2005),,,,14,0,
Kyoshin to Hyouka no Shiro,Animation,5.4,6,,(2020– ),"Yoshitsugu Matsuoka,Ayumu Murase,Yuki Otani",,,6,0,
Daicon III Opening Animation,"Animation, Short",6.9,188,5 min,-1981,,,,188,0,
Fist of the North Star: The Shin Saga,"Animation, Action, Drama",6.9,23,,-2009,,,,23,0,
Licca-chan to Yamaneko Hoshi no Tabi,Animation,,,78 min,(1994 Video),,,,,0,
Fantasia,"Animation, Comedy, Fantasy",6.2,63,,(1993 Video),,,,63,0,
Tetsuwan Bâdî Decode: The Cipher,"Animation, Short, Sci-Fi",6.2,16,27 min,(2009 Video),,,,16,0,
Battle Skipper,"Animation, Action, Comedy",6.5,34,,(1995– ),"Lisa Ortiz,Kikuko Inoue,Bill Timoney,Yûko Miyamura",PG,,34,0,
Doragon bôru: Gokû no shôbô-tai,"Animation, Short, Action",6.3,294,11 min,(1988 TV Short),,TV-PG,,294,0,
This Boy Can Fight Aliens!,"Animation, Fantasy, Romance",5.8,45,,-2011,"Greg Ayres,Clint Bickham,Brittney Karbowski,Ryohei Kimura",,,45,0,
Little Busters! Kud Wafter,Animation,6.2,41,50 min,-2020,,,,41,0,
Gakko XXX ~Mo Hitotsu no Gakko Gurashi!,Animation,,,,-2019,,,,,0,
Human Bug Daigaku,Animation,6.1,12,,(2022– ),"Takehito Koyasu,Tomokazu Sugita,Yuma Uchida,Sôma Saitô",,,12,0,
Unnamed Memory,Animation,,,,(2023– ),"Atsumi Tanezaki,Yoshiki Nakajima",,,,0,
Moom,"Animation, Short",7.7,39,15 min,-2016,,,,39,0,
Precure Allstars DX,Animation,8.3,89,,-2009,,,,89,0,
Nyanpire: The Animation,"Animation, Comedy",6.3,57,25 min,(2011– ),"Noriaki Sugiyama,Jun Fukuyama,Ami Koshimizu,Shinnosuke Tachibana",,,57,0,
Kubikiri Cycle: Aoiro Savant to Zaregoto Tsukai: Vol 2,"Animation, Short, Drama",7.8,29,25 min,(2016 Video),,,,29,0,
